Filename, Energy, Contrast, Homogenity, IDM, Entropy, Mean1, Cluster Shade, Cluster Prominence, Shapes Detected, Circle, Triangle, Rectangle, Irregular Small, Irregular Large, Circle Area, Triangle Area, Rectangle Area, Irreg. S. Area, Irreg. L Area,Disease
20180707-IMG_1584__0,0.885552,7.790351,0.973962,0.021926,0.224456,2.17225,36622.33203,3462803.25,83,9,0,1,70,3,0,inf,34391.5,2566,11105,Gray Leaf Spot
20180707-IMG_1584__1,0.807421,11.057338,0.96096,0.035757,0.352469,3.825034,62076.22656,5731822,98,7,0,1,81,9,0,inf,17346,2823.14209,18421.72266,Gray Leaf Spot
20180707-IMG_1584__2,0.904161,5.09878,0.979003,0.018477,0.193559,1.639233,22925.49219,1999643.75,62,10,0,2,48,2,0,inf,15183.75,2551.645752,22157,Gray Leaf Spot
20180707-IMG_1584__3,0.912939,4.546448,0.979268,0.017099,0.175808,1.298122,14539.54883,1133089.625,76,11,0,1,63,1,0,inf,18756.5,2542.460205,10106,Gray Leaf Spot
20180707-IMG_1585__0,0.500358,179.525284,0.8108,0.106439,0.863104,12.188807,453250.625,63809372,158,8,0,0,147,3,0,#NAME?,inf,1119.727905,16838.83398,Gray Leaf Spot
20180707-IMG_1585__1,0.7926,23.282154,0.946862,0.042204,0.391608,4.561124,110274.2109,12457597,188,10,0,0,166,12,0,#NAME?,inf,1444.61145,15612.875,Gray Leaf Spot
20180707-IMG_1585__2,0.540211,152.249954,0.831867,0.096044,0.792114,11.163677,419524.1875,59252268,230,6,1,2,200,21,22701,547225.5,1947,1299.567505,22221,Gray Leaf Spot
20180707-IMG_1585__3,0.738994,32.363312,0.933364,0.055054,0.498476,6.503276,181610.9844,22128828,153,8,0,0,126,19,0,#NAME?,inf,1652.638916,19188.68359,Gray Leaf Spot
20180707-IMG_1598__0,0.871142,9.569751,0.968546,0.023392,0.239895,2.174732,32547.49609,2884215.25,137,11,0,1,121,4,0,inf,21016.5,1587.690063,16046.875,Gray Leaf Spot
20180707-IMG_1598__1,0.862066,9.002857,0.965603,0.026461,0.263379,2.162941,27374.46289,2244961.25,151,9,0,1,140,1,0,inf,9678.5,1885.260742,14394.5,Gray Leaf Spot
20180707-IMG_1598__2,0.862085,11.075628,0.965388,0.026632,0.259939,2.344806,34995.98828,3099534.5,171,18,0,0,150,3,0,#NAME?,inf,1463.723389,15699.33301,Gray Leaf Spot
20180707-IMG_1598__3,0.827247,11.584402,0.959902,0.032666,0.318749,3.057668,45015.60938,3958712.25,142,10,0,1,122,9,0,inf,18373.5,1591.856567,16207.05566,Gray Leaf Spot
20180707-IMG_1599__0,0.929796,2.38088,0.985243,0.012189,0.139518,0.868838,6603.407715,420562.625,56,5,0,1,49,1,0,inf,11390.5,1953.96936,10656,Maydis Leaf Blight
20180707-IMG_1599__1,0.639703,16.52915,0.92574,0.071672,0.659318,6.696784,85100.85156,7104130,108,11,0,1,84,12,0,inf,24106.5,2265.30957,30263.58398,Maydis Leaf Blight
20180707-IMG_1599__2,0.857283,7.143409,0.969905,0.025573,0.271951,2.301909,27209.80078,2166284,103,15,0,1,79,8,0,inf,23849,1883.886108,13608.25,Maydis Leaf Blight
20180707-IMG_1599__3,0.965737,0.969223,0.993045,0.005613,0.070779,0.381177,2395.628174,137894.2344,36,2,0,0,32,2,0,#NAME?,inf,872.578125,20161.5,Maydis Leaf Blight
20180707-IMG_1600__0,0.67656,15.492012,0.931771,0.061383,0.575958,5.617259,65787.29688,5214761,148,10,0,1,133,4,0,inf,17326,1859.703003,16385.75,Maydis Leaf Blight
20180707-IMG_1600__1,0.536906,90.896797,0.8671,0.084813,0.773575,13.878201,528388,74154544,129,1,1,0,116,11,473638.5,0,inf,1492.737061,27033.5,Maydis Leaf Blight
20180707-IMG_1600__2,0.676963,18.108965,0.925193,0.062064,0.57612,5.607996,69313.33594,5612801.5,192,8,0,2,169,13,0,inf,3390,1681.514771,19699.8457,Maydis Leaf Blight
20180707-IMG_1600__3,0.21426,60.267986,0.792769,0.203732,1.548252,23.148163,473828.4063,50123316,87,3,0,0,79,5,0,#NAME?,inf,1568.56958,29581,Maydis Leaf Blight
20180707-IMG_1601__0,0.792086,16.716434,0.953188,0.039003,0.373473,4.26982,79442.21875,7812757.5,168,14,0,0,149,5,0,#NAME?,inf,2255.758301,17347,Gray Leaf Spot
20180707-IMG_1601__1,0.772716,19.846403,0.944957,0.045674,0.415324,4.679073,88931.80469,8869108,169,20,0,0,145,4,0,#NAME?,inf,2628.413818,12419.625,Gray Leaf Spot
20180707-IMG_1601__2,0.818131,12.244547,0.963632,0.030436,0.321792,3.774303,70216.1875,6886556,154,33,0,0,116,5,0,#NAME?,inf,1981.961182,12054.5,Gray Leaf Spot
20180707-IMG_1601__3,0.777546,18.958885,0.951186,0.042916,0.402033,5.077794,113230.4297,12192023,155,36,0,0,114,5,0,#NAME?,inf,2744.271973,16882.09961,Gray Leaf Spot
20180707-IMG_1602__0,0.978046,0.922895,0.995235,0.004157,0.049454,0.322094,3355.611084,250014.8281,19,10,0,1,8,0,0,inf,27484.5,2004.0625,#NAME?,Gray Leaf Spot
20180707-IMG_1602__1,0.926699,4.611547,0.984575,0.014201,0.150108,1.463557,26658.64453,2626483.5,49,13,0,1,34,1,0,inf,34245,2844.353027,13498.5,Gray Leaf Spot
20180707-IMG_1602__2,0.779002,27.770313,0.946715,0.04205,0.415831,5.398601,154674.2656,19011014,118,8,0,0,99,11,0,#NAME?,inf,1580.479858,19846.0918,Gray Leaf Spot
20180707-IMG_1602__3,0.915227,6.272222,0.981255,0.015894,0.17076,1.688207,32375.43164,3263843.75,66,10,0,1,55,0,0,inf,33108,2581.754639,#NAME?,Gray Leaf Spot
20180707-IMG_1603__0,0.845186,9.974846,0.963124,0.028828,0.294942,2.530659,33651.78906,2835572.5,185,25,0,1,155,4,0,inf,34507.5,1566.103271,13807.75,Maydis Leaf Blight
20180707-IMG_1603__1,0.46341,50.171494,0.864254,0.125824,1.015993,14.793208,359907.4375,41190636,163,18,1,0,118,26,7325.277832,0,inf,2425.466064,25360.07617,Maydis Leaf Blight
20180707-IMG_1603__2,0.321243,175.653946,0.770471,0.141106,1.159944,21.837833,840275.375,118954112,36,0,0,0,36,0,#NAME?,#NAME?,#NAME?,1265.694458,#NAME?,Maydis Leaf Blight
20180707-IMG_1603__3,0.447003,56.123833,0.859304,0.126427,1.036864,15.83143,415545.125,49108308,208,27,0,1,144,36,0,inf,82694,2083.583252,23007.32031,Maydis Leaf Blight
20180707-IMG_1604__0,0.367948,35.23679,0.832572,0.152346,1.179865,12.301722,148692.9063,12143291,176,13,0,0,140,23,0,#NAME?,inf,1605.449951,34949.73828,Maydis Leaf Blight
20180707-IMG_1604__1,0.502326,99.638245,0.84672,0.094252,0.822865,14.355297,525776.6875,72548160,138,1,0,1,123,13,0,inf,653,1146.800781,30900.5,Maydis Leaf Blight
20180707-IMG_1604__2,0.34627,38.24374,0.826139,0.152943,1.221659,13.074049,163917.7656,13566826,223,15,0,0,194,14,0,#NAME?,inf,1699.809326,19833.78516,Maydis Leaf Blight
20180707-IMG_1604__3,0.574938,94.705719,0.863658,0.081582,0.7225,11.640691,436040.4375,60838856,126,1,1,0,108,16,263938,0,inf,1735.106445,33304.21875,Maydis Leaf Blight
20180707-IMG_1605__0,0.756522,16.451015,0.944598,0.049494,0.469978,4.933925,85506.08594,8324074.5,102,8,0,0,80,14,0,#NAME?,inf,2747.493652,20569.25,Gray Leaf Spot
20180707-IMG_1605__1,0.599977,119.501617,0.85757,0.081512,0.689086,9.241466,347245.5625,49001860,137,3,0,1,121,12,0,inf,1348.5,910.921509,30240.95898,Gray Leaf Spot
20180707-IMG_1605__2,0.722004,23.022951,0.935713,0.057597,0.523221,6.236959,130796.3438,13851296,133,13,0,0,102,18,0,#NAME?,inf,2906.848145,15638.58301,Gray Leaf Spot
20180707-IMG_1605__3,0.533971,59.573215,0.862427,0.103687,0.9124,11.838721,301122,35470600,174,5,0,1,152,16,0,inf,26502,2292.0625,19610.0625,Gray Leaf Spot
20180707-IMG_1606__0,0.559496,17.68165,0.908261,0.092203,0.795658,8.280031,99572.14063,8069452.5,87,9,0,1,65,12,0,inf,29560,2526.64624,34235.83203,Maydis Leaf Blight
20180707-IMG_1606__1,0.227185,46.212563,0.815675,0.200055,1.526098,22.003611,421629.3438,43833548,94,6,0,2,75,11,0,inf,8167.5,1799.47998,23397.22656,Maydis Leaf Blight
20180707-IMG_1606__2,0.420669,20.317562,0.881207,0.12364,1.026086,10.967754,116711.9844,8933109,98,2,1,0,72,23,50837,0,inf,1746.666626,19245.36914,Maydis Leaf Blight
20180707-IMG_1606__3,0.218772,12.356952,0.879671,0.159469,1.321678,14.488525,102550.7031,6522364,47,1,1,0,43,2,5456.5,0,inf,1854.174438,43146.25,Maydis Leaf Blight
20180707-IMG_1607__0,0.898497,6.192009,0.971351,0.019651,0.209578,1.317949,12945.89356,956285.4375,159,15,0,1,143,0,0,inf,18190.5,1301.00354,#NAME?,Maydis Leaf Blight
20180707-IMG_1607__1,0.685452,33.46384,0.909922,0.066908,0.619286,6.950016,149986.6406,16270530,183,11,0,0,162,10,0,#NAME?,inf,2308.209961,14425.65039,Maydis Leaf Blight
20180707-IMG_1607__2,0.709605,18.755791,0.927942,0.05776,0.551374,5.206276,72255.67188,6309725.5,173,15,0,2,142,14,0,inf,15609.25,2079.433105,19950.92773,Maydis Leaf Blight
20180707-IMG_1607__3,0.335529,68.696205,0.812145,0.155471,1.271533,18.171289,414071.9688,45843564,174,6,0,2,142,24,0,inf,4584.75,2024.464844,21874.0625,Maydis Leaf Blight
20180707-IMG_1608__0,0.606574,7.266196,0.947182,0.059724,0.649073,5.789348,40779.27734,2584413.75,87,6,0,0,75,6,0,#NAME?,inf,1530.873291,24075.66602,Maydis Leaf Blight
20180707-IMG_1608__1,0.858522,1.979231,0.97571,0.01964,0.228558,1.249617,4169.468262,173476.5156,55,0,0,0,50,5,#NAME?,#NAME?,#NAME?,2117.370117,36079.30078,Maydis Leaf Blight
20180707-IMG_1608__2,0.915925,1.609761,0.98038,0.014348,0.151317,0.632658,2127.879883,89768.16406,52,1,0,0,47,4,0,#NAME?,inf,2225.787354,20467.125,Maydis Leaf Blight
20180707-IMG_1608__3,0.18542,25.495674,0.847159,0.179938,1.501491,19.942614,260517.0781,22598846,78,2,1,0,64,11,313283.25,0,inf,1482.078125,24432.63672,Maydis Leaf Blight
20180707-IMG_1609__0,0.954226,2.724318,0.988007,0.009371,0.103037,0.703922,9159.480469,786049.5,44,19,0,1,24,0,0,inf,35689,2183.770752,#NAME?,Gray Leaf Spot
20180707-IMG_1609__1,0.98551,0.585865,0.996017,0.002893,0.03399,0.14166,884.85437,51606.33203,32,7,0,1,24,0,0,inf,9443.5,793.645813,#NAME?,Gray Leaf Spot
20180707-IMG_1609__2,0.850117,16.040089,0.958196,0.030872,0.30713,2.950155,64403.12891,7088024,103,18,0,0,81,4,0,#NAME?,inf,2236.678955,14191.875,Gray Leaf Spot
20180707-IMG_1609__3,0.958947,2.321714,0.988616,0.008148,0.092246,0.533615,5348.044922,401886.9063,60,21,0,0,39,0,0,#NAME?,inf,1303.269287,#NAME?,Gray Leaf Spot
20180707-IMG_1611__0,0.866414,2.957282,0.967091,0.024823,0.261124,1.076839,3895.00293,176907.375,124,12,0,1,104,7,0,inf,11493.5,1600.168213,17040.85742,Maydis Leaf Blight
20180707-IMG_1611__1,0.14955,63.844555,0.749041,0.233732,1.832112,25.291626,527753.5625,58201252,62,1,0,0,55,6,0,#NAME?,inf,1932.372681,24734.41602,Maydis Leaf Blight
20180707-IMG_1611__2,0.779195,4.637673,0.949911,0.04085,0.405571,1.948058,7190.42334,329795.4063,140,10,0,0,122,8,0,#NAME?,inf,1757.217163,18612.5,Maydis Leaf Blight
20180707-IMG_1611__3,0.568718,18.176809,0.896897,0.091058,0.82709,6.680508,63460.07031,4748022.5,142,15,0,0,105,22,0,#NAME?,inf,2512.19043,21979,Maydis Leaf Blight
20180707-IMG_1613__0,0.673776,14.688094,0.924046,0.0635,0.605245,4.915252,46547.99609,3388010.75,215,23,0,0,178,14,0,#NAME?,inf,1880.603882,23562.92773,Maydis Leaf Blight
20180707-IMG_1613__1,0.192968,62.683632,0.783643,0.203586,1.655725,25.023689,568258.0625,64332096,56,4,1,0,46,5,73414.875,0,inf,1970.32605,17681.80078,Maydis Leaf Blight
20180707-IMG_1613__2,0.634473,18.184166,0.913583,0.073452,0.67399,5.939793,63415.61328,4884083,246,17,0,0,212,17,0,#NAME?,inf,1468.84436,28330.11719,Maydis Leaf Blight
20180707-IMG_1613__3,0.304004,55.530495,0.817458,0.163435,1.386153,18.039547,353229.8438,37392876,113,7,0,0,97,9,0,#NAME?,inf,1717.855713,39002.22266,Maydis Leaf Blight
20180707-IMG_1614__0,0.21616,53.640759,0.795236,0.191239,1.765655,28.450779,1245736.875,204480096,46,0,0,0,41,5,#NAME?,#NAME?,#NAME?,2103.329346,48505.19922,Maydis Leaf Blight
20180707-IMG_1614__1,0.267598,71.623528,0.795565,0.175634,1.662043,23.162836,932771.3125,151221792,51,1,0,0,45,5,0,#NAME?,inf,1594.300049,29560.80078,Maydis Leaf Blight
20180707-IMG_1614__2,0.412095,43.566765,0.838012,0.131172,1.238213,11.814635,210413.0938,22941754,51,5,0,0,38,8,0,#NAME?,inf,2184.289551,36438.75,Maydis Leaf Blight
20180707-IMG_1614__3,0.506678,38.933235,0.871388,0.106733,1.020053,10.488978,210351.4063,23837120,90,18,0,0,64,8,0,#NAME?,inf,2164.875,20785.3125,Maydis Leaf Blight
20180707-IMG_1615__0,0.272155,15.732136,0.851189,0.161243,1.381536,9.085548,51060.55859,3214579,80,5,0,0,62,13,0,#NAME?,inf,1858.379028,32746,Maydis Leaf Blight
20180707-IMG_1615__1,0.253243,22.255096,0.813022,0.180851,1.476602,10.246785,66152.76563,4379959,117,9,0,0,88,20,0,#NAME?,inf,1389.772705,32659.52539,Maydis Leaf Blight
20180707-IMG_1615__2,0.222033,73.018433,0.755572,0.207808,1.672375,20.572716,431390.3438,48153956,58,0,0,0,51,7,#NAME?,#NAME?,#NAME?,1035.519653,25460.28516,Maydis Leaf Blight
20180707-IMG_1615__3,0.26407,23.254131,0.811809,0.181399,1.436499,10.958737,76133.29688,5110928.5,121,8,1,1,96,15,34322.875,2508,18983,1822.453125,34813.80078,Maydis Leaf Blight
20180707-IMG_1616__0,0.206768,10.786993,0.88572,0.154243,1.445752,13.534157,98373.92188,6602146,40,2,0,0,29,9,0,#NAME?,inf,2674,30798,Maydis Leaf Blight
20180707-IMG_1616__1,0.394276,8.759614,0.911837,0.110722,1.098459,7.298405,47974.05469,3221234.5,48,4,0,1,36,7,0,inf,4220.5,2288.430664,26346.35742,Maydis Leaf Blight
20180707-IMG_1616__2,0.287093,15.552724,0.863503,0.154711,1.349853,10.653646,73736.96094,4879743.5,54,2,0,2,40,10,0,inf,474,2363.762451,29459.44922,Maydis Leaf Blight
20180707-IMG_1616__3,0.571256,3.81921,0.938144,0.071175,0.712209,4.038359,12796.54492,552513.3125,70,5,0,2,58,5,0,inf,3177.25,2401.008545,29383.59961,Maydis Leaf Blight
20180707-IMG_1617__0,0.652938,34.827633,0.902013,0.071742,0.71157,7.444742,150961.4531,16364371,179,28,0,0,134,17,0,#NAME?,inf,2778.813477,19402.17578,Maydis Leaf Blight
20180707-IMG_1617__1,0.763613,18.227512,0.934713,0.047863,0.490299,3.903682,55679.75781,5120256.5,178,36,0,1,131,10,0,inf,80706,1971.748047,17291.5,Maydis Leaf Blight
20180707-IMG_1617__2,0.657078,40.044868,0.897538,0.071681,0.714984,7.420926,165344.75,18919994,179,25,2,0,128,24,100.160004,0,inf,1930.445313,18811.0625,Maydis Leaf Blight
20180707-IMG_1617__3,0.254312,137.37294,0.750386,0.187384,1.70145,29.862169,1399145.375,231255648,146,5,0,1,120,20,0,inf,9785.5,1348.241699,29423.30078,Maydis Leaf Blight
20180707-IMG_1618__0,0.700974,24.690262,0.922637,0.062587,0.567567,5.967004,100646.25,9601040,231,27,0,1,194,9,0,inf,40761,2276.873779,20527.55469,Maydis Leaf Blight
20180707-IMG_1618__1,0.816762,11.252931,0.952609,0.036623,0.360691,2.859785,34263.41406,2777847.25,184,26,0,1,149,8,0,inf,33264,1824.238281,12871.0625,Maydis Leaf Blight
20180707-IMG_1618__2,0.872065,10.113262,0.963639,0.025472,0.256431,1.899921,24354.45313,2033813.5,197,17,0,0,178,2,0,#NAME?,inf,1193.01123,19360.25,Maydis Leaf Blight
20180707-IMG_1618__3,0.735335,33.328812,0.921973,0.055157,0.520518,5.637071,129842.1719,14533941,267,20,0,1,240,6,0,inf,40719,1889.224976,11068.5,Maydis Leaf Blight
20180707-IMG_1619__0,0.223143,13.169962,0.833862,0.19406,1.427902,11.407589,61426.39453,3513175.25,93,5,0,2,73,13,0,inf,2486,1901.342407,32617.88477,Maydis Leaf Blight
20180707-IMG_1619__1,0.357108,5.627685,0.861744,0.146012,1.026629,5.454429,10518.42481,340501,144,1,0,3,133,7,0,inf,664.666687,1141.894775,13144.57129,Maydis Leaf Blight
20180707-IMG_1619__2,0.533272,4.742855,0.92485,0.086815,0.756701,4.546279,13673.27246,566726.1875,109,15,1,0,85,8,8410.333008,0,inf,1515.735352,22746.125,Maydis Leaf Blight
20180707-IMG_1619__3,0.926752,25.930428,0.974242,0.014108,0.141697,1.1285,38651.40234,5331460.5,62,2,0,0,54,6,0,#NAME?,inf,1312.546265,19769.41602,Maydis Leaf Blight
20180707-IMG_1620__0,0.71464,4.684358,0.944017,0.052641,0.491047,2.820321,10835.75977,496460.8438,112,3,0,1,100,8,0,inf,9890,1420.555054,20721,Maydis Leaf Blight
20180707-IMG_1620__1,0.797957,3.124852,0.961267,0.036848,0.361742,1.891116,6952.338867,313524.1563,91,3,0,1,85,2,0,inf,2129,1521.547119,17800.75,Maydis Leaf Blight
20180707-IMG_1620__2,0.233885,16.032545,0.851166,0.172156,1.425774,13.825557,112375.1484,7844281,60,5,0,1,46,8,0,inf,6674.5,2348.3479,36365.4375,Maydis Leaf Blight
20180707-IMG_1620__3,0.745447,3.376718,0.952332,0.042999,0.421415,2.205221,6669.240234,268066.8125,86,0,0,1,76,9,#NAME?,inf,0,1465.763184,24024,Maydis Leaf Blight
20180707-IMG_1621__0,0.905312,6.541275,0.97463,0.018128,0.193033,1.419842,18022.94922,1491509.75,128,20,0,1,107,0,0,inf,32520,1574.803711,#NAME?,Gray Leaf Spot
20180707-IMG_1621__1,0.8927,6.624544,0.973914,0.019677,0.213723,1.691313,21842.85742,1817332.375,114,11,0,1,101,1,0,inf,15978,1985.895996,11993.5,Gray Leaf Spot
20180707-IMG_1621__2,0.673384,29.493904,0.921445,0.067313,0.609186,7.43575,151907.9531,15844276,166,10,0,0,140,16,0,#NAME?,inf,2397.278564,18432.5625,Gray Leaf Spot
20180707-IMG_1621__3,0.72563,29.718088,0.927826,0.056502,0.524786,6.159092,135044.1563,14610471,224,9,0,1,209,5,0,inf,19488.5,2440.251221,13639.90039,Gray Leaf Spot
20180707-IMG_1622__0,0.868323,2.800022,0.970495,0.025634,0.248099,1.192764,4637.231934,215208.1094,105,4,0,1,94,6,0,inf,5542.5,1332.898926,20105.75,Maydis Leaf Blight
20180707-IMG_1622__1,0.77237,50.272137,0.935262,0.039714,0.400584,6.013642,227319.4375,31851548,64,1,1,0,52,10,6303,0,inf,2276.519287,24530.25,Maydis Leaf Blight
20180707-IMG_1622__2,0.707703,12.671962,0.938884,0.055772,0.542521,4.731469,52385.5625,4161788.5,117,8,0,1,93,15,0,inf,13079,2034.290283,19756.06641,Maydis Leaf Blight
20180707-IMG_1622__3,0.660412,3.250877,0.950586,0.053023,0.519845,3.401344,11105.89551,459911.9688,45,1,0,1,38,5,0,inf,1621.5,2078.210449,17226.5,Maydis Leaf Blight
20180707-IMG_1624__0,0.83458,13.679122,0.957854,0.032891,0.314778,2.985244,48573.60547,4514507,205,22,0,0,180,3,0,#NAME?,inf,1445.013916,12591.5,Gray Leaf Spot
20180707-IMG_1624__1,0.985207,0.626185,0.996418,0.002611,0.033453,0.159854,1171.878052,73076.40625,31,1,0,1,29,0,0,inf,325,941.258606,#NAME?,Gray Leaf Spot
20180707-IMG_1624__2,0.976101,1.103115,0.993368,0.004575,0.052683,0.223742,1429.318237,84096.35156,45,3,0,1,41,0,0,inf,1842,954.548767,#NAME?,Gray Leaf Spot
20180707-IMG_1624__3,0.766722,23.553936,0.935785,0.047407,0.43797,4.645057,93760.89844,9685444,300,20,0,1,275,4,0,inf,26070.5,1426.7146,15573.625,Gray Leaf Spot
20180707-IMG_1625__0,0.925874,2.265077,0.982281,0.01419,0.148913,0.721499,3740.756592,199656.4219,89,8,0,1,78,2,0,inf,6458,1021.237183,34928.25,Maydis Leaf Blight
20180707-IMG_1625__1,0.876814,3.665138,0.968337,0.02465,0.240428,1.149677,5505.73584,284428.5938,123,7,0,0,112,4,0,#NAME?,inf,1324.709839,24492.375,Maydis Leaf Blight
20180707-IMG_1625__2,0.912424,2.427742,0.980404,0.016319,0.171831,0.887695,4578.210449,243064.2188,68,2,1,1,59,5,1528.5,5989.5,1498.5,1112.542358,21165.80078,Maydis Leaf Blight
20180707-IMG_1625__3,0.527517,184.235779,0.81283,0.101249,0.809077,9.769758,352278,49331112,72,3,1,0,60,8,679988.5,0,inf,1282.050049,29370.875,Maydis Leaf Blight
20180707-IMG_1626__0,0.439365,6.247408,0.898216,0.119353,0.974076,5.273207,16242.36133,721232.5625,48,3,0,1,41,3,0,inf,5681.5,1963.987793,40142.16797,Maydis Leaf Blight
20180707-IMG_1626__1,0.38883,15.820354,0.848358,0.142628,1.179437,6.281116,29127.60938,1655250.5,86,9,0,0,66,11,0,#NAME?,inf,1387.984863,28657.31836,Maydis Leaf Blight
20180707-IMG_1626__2,0.387043,40.461037,0.849,0.132627,1.259738,11.7793,195292.0938,20973762,82,10,0,2,58,12,0,inf,12240.5,2213.870605,31172.875,Maydis Leaf Blight
20180707-IMG_1626__3,0.588444,9.495804,0.907355,0.089014,0.768811,4.255411,19858.07422,1084881.375,93,6,0,1,78,8,0,inf,5821.5,1464,24272.875,Maydis Leaf Blight
20180707-IMG_1627__0,0.955487,2.573649,0.986531,0.008332,0.100226,0.443805,3362.743896,222420.7813,81,8,0,2,71,0,0,inf,3344,833.316895,#NAME?,Maydis Leaf Blight
20180707-IMG_1627__1,0.912361,4.851062,0.975238,0.016256,0.190167,0.972799,8319.65918,589900.1875,93,8,0,0,83,2,0,#NAME?,inf,931.771057,45372.5,Maydis Leaf Blight
20180707-IMG_1627__2,0.725433,15.618484,0.932134,0.054173,0.548105,4.350921,55564.6875,4761924.5,140,14,1,1,123,1,9382.321289,7846,18223.5,1929.089478,10500.5,Maydis Leaf Blight
20180707-IMG_1627__3,0.792659,19.092976,0.945379,0.040128,0.412981,3.840893,66147.82813,6453229.5,211,13,0,0,194,4,0,#NAME?,inf,1630.335083,14715.25,Maydis Leaf Blight
20180707-IMG_1628__0,0.598882,18.712124,0.922894,0.075327,0.70323,8.444797,126975.8125,11349138,104,8,0,0,76,20,0,#NAME?,inf,2476.328857,25661.625,Maydis Leaf Blight
20180707-IMG_1628__1,0.490388,26.008541,0.903188,0.09466,0.894904,11.956125,204839.9531,19608632,97,8,0,1,72,16,0,inf,18491,2342.319336,27630.34375,Maydis Leaf Blight
20180707-IMG_1628__2,0.853041,7.476544,0.964399,0.02797,0.285654,2.098202,21518.09766,1609855.875,137,16,0,0,116,5,0,#NAME?,inf,1721.603394,15903.79981,Maydis Leaf Blight
20180707-IMG_1628__3,0.885646,1.999758,0.976581,0.01838,0.199522,1.014037,3871.130615,173067.2188,66,4,0,0,55,7,0,#NAME?,inf,1465.172729,20322.71484,Maydis Leaf Blight
20180707-IMG_1629__0,0.217525,79.301369,0.78878,0.199818,1.564485,26.856361,755916.125,93514960,131,7,0,0,112,12,0,#NAME?,inf,1494.21875,27560.125,Maydis Leaf Blight
20180707-IMG_1629__1,0.714139,14.230485,0.938833,0.0539,0.514949,4.931114,58790.62109,4691474,181,20,0,0,145,16,0,#NAME?,inf,2244.11377,18786.03125,Maydis Leaf Blight
20180707-IMG_1629__2,0.357723,58.232288,0.828586,0.156413,1.252368,17.503225,387704.2188,42727892,161,12,0,0,117,32,0,#NAME?,inf,2285.222168,23424.3125,Maydis Leaf Blight
20180707-IMG_1629__3,0.258104,68.595116,0.796997,0.191764,1.444959,22.05868,494355.5938,54382956,149,6,0,1,128,14,0,inf,15864.5,2065.597656,25285.85742,Maydis Leaf Blight
20180707-IMG_1640__0,0.952222,1.788984,0.985361,0.009333,0.094994,0.34647,1691.238159,87228.1875,60,0,0,0,59,1,#NAME?,#NAME?,#NAME?,975.415283,32925.5,Maydis Leaf Blight
20180707-IMG_1640__1,0.4429,15.74193,0.901425,0.11067,0.94545,9.90157,89789.3125,6368788.5,106,2,2,2,96,4,1261.5,8204.5,831.5,2116.708252,23346.5,Maydis Leaf Blight
20180707-IMG_1640__2,0.725025,13.142216,0.945881,0.053012,0.497022,5.367841,77399.4375,6817609,81,5,0,0,63,13,0,#NAME?,inf,2441.746094,23581.76953,Maydis Leaf Blight
20180707-IMG_1640__3,0.294935,54.542431,0.846391,0.149466,1.264776,21.333447,498933.5625,55392924,147,6,0,0,125,16,0,#NAME?,inf,1799.339966,31994.5625,Maydis Leaf Blight
20180707-IMG_1641__0,0.908283,6.621585,0.976261,0.018468,0.185496,1.520486,22501.96289,2005508.125,101,12,0,1,86,2,0,inf,18410,1727.494141,11958.5,Gray Leaf Spot
20180707-IMG_1641__1,0.958484,2.506689,0.989162,0.008471,0.090234,0.582923,6361.295898,488465.25,65,16,0,1,48,0,0,inf,23001,1367.75,#NAME?,Gray Leaf Spot
20180707-IMG_1641__2,0.96126,2.930623,0.988984,0.007922,0.085152,0.555652,6890.220703,563100.1875,70,15,0,1,54,0,0,inf,17826,1066.842651,#NAME?,Gray Leaf Spot
20180707-IMG_1641__3,0.9522,3.2346,0.987003,0.009926,0.101817,0.694684,8739.483398,716290.1875,79,16,0,1,62,0,0,inf,20387.5,1236.540283,#NAME?,Gray Leaf Spot
20180707-IMG_1642__0,0.386175,37.612915,0.862779,0.134165,1.186911,15.130555,271025.5313,27171434,98,8,0,0,74,16,0,#NAME?,inf,1982.182373,26297.34375,Maydis Leaf Blight
20180707-IMG_1642__1,0.837287,5.451364,0.964536,0.030295,0.312131,2.124983,17000.21289,1127523.25,95,3,0,1,85,6,0,inf,11274,1622.894165,15579.91699,Maydis Leaf Blight
20180707-IMG_1642__2,0.747434,5.853075,0.95172,0.046729,0.464039,3.051926,19354.54102,1164590,85,7,0,0,75,3,0,#NAME?,inf,2088.659912,16992.83398,Maydis Leaf Blight
20180707-IMG_1642__3,0.810058,6.520113,0.960953,0.034092,0.357381,2.725833,24763.38086,1745120.875,98,12,0,0,79,7,0,#NAME?,inf,1804.240479,26883.21484,Maydis Leaf Blight
20180707-IMG_1644__0,0.745441,14.26183,0.946393,0.050292,0.460777,4.94055,74806.24219,6697794.5,148,26,0,0,112,10,0,#NAME?,inf,2376.526855,17782.19922,Gray Leaf Spot
20180707-IMG_1644__1,0.814006,9.132056,0.962965,0.033324,0.334388,3.303752,44127.20313,3692728.5,121,21,1,1,91,7,451.214294,7991.5,55882,2332.296631,13815.42871,Gray Leaf Spot
20180707-IMG_1644__2,0.76762,12.828847,0.949726,0.046273,0.429924,4.418741,65854.88281,5869243.5,126,21,0,0,94,11,0,#NAME?,inf,2419.643555,21273.77344,Gray Leaf Spot
